day,hour,consumption,insolation,temperature,C_buy,Emissions
59,1416,746.25,0,19.7,0.05921,7.037423464
60,1417,748.27,0,19.7,0.05921,7.085206428
60,1418,688.11,0,19.7,0.05921,6.877784363
60,1419,634.99,0,19.9,0.05921,6.3242447
60,1420,650.15,0,20.2,0.05921,5.777375764
60,1421,629.36,0,20.4,0.05921,5.103189206
60,1422,640.49,0,20.5,0.05921,4.454946395
60,1423,702.84,0,20.8,0.0885112,3.80255284
60,1424,666.85,121.903,21.3,0.0885112,3.369978078
60,1425,703.1,344.872,22,0.0885112,3.116555547
60,1426,756.28,557.356,22.6,0.0885112,2.998666128
60,1427,713.31,727.11,23.3,0.05921,2.975379571
60,1428,705.26,833.79,23.7,0.05921,3.188163416
60,1429,774.07,872.585,24,0.05921,3.705407604
60,1430,755.58,837.045,24.2,0.05921,3.952798039
60,1431,765.93,735.965,24.3,0.05921,4.02323036
60,1432,769.76,571.107,24.2,0.05921,4.130363104
60,1433,730.21,365.194,23.7,0.05921,4.221030323
60,1434,755.78,143.915,22.9,0.05921,4.395852444
60,1435,746.64,0,22.4,0.0885112,4.820467547
60,1436,733.02,0,21.7,0.0885112,5.25531289
60,1437,762.21,0,21.3,0.0885112,5.752327665
60,1438,729.21,0,21.1,0.0885112,6.057619353
60,1439,781.38,0,20.9,0.05921,6.425292463
60,1440,703.65,0,20.8,0.05921,6.70284456
61,1441,672.74,0,20.7,0.05921,6.737646481
61,1442,651.88,0,20.7,0.05921,6.550228495
61,1443,592.88,0,20.7,0.05921,6.035514769
61,1444,579.02,0,20.7,0.05921,5.487081057
61,1445,584.93,0,20.8,0.05921,4.891518731
61,1446,655.33,0,20.9,0.05921,4.270139109
61,1447,741.6,0,21.2,0.0885112,3.757863696
61,1448,785.16,123.351,22,0.0885112,3.379427238
61,1449,813.45,344.232,22.7,0.0885112,3.151608059
61,1450,897.96,550.988,23.2,0.0885112,3.018649003
61,1451,901.86,714.126,23.7,0.05921,3.004122954
61,1452,901.3,814.186,24.2,0.05921,3.186833511
61,1453,895.21,810.726,24.5,0.05921,3.647637132
61,1454,917.29,826.905,24.8,0.05921,3.96776477
61,1455,936.11,725.633,25.1,0.05921,3.946371475
61,1456,925.84,565.271,25.1,0.05921,4.03220597
61,1457,894.16,360.78,24.7,0.05921,4.227289432
61,1458,923.09,140.951,24.1,0.05921,4.579301919
61,1459,876.35,0,23.7,0.0885112,4.947841862
61,1460,881.78,0,22.8,0.0885112,5.38994106
61,1461,874.56,0,22.4,0.0885112,5.598137532
61,1462,782.41,0,22.1,0.0885112,6.038488533
61,1463,813.76,0,21.9,0.05921,6.376864194
61,1464,812.72,0,21.7,0.05921,6.651968963
62,1465,766.73,0,21.5,0.05921,6.705876449
62,1466,680.62,0,21.2,0.05921,6.552324948
62,1467,628.31,0,21,0.05921,6.106747939
62,1468,629.73,0,20.8,0.05921,5.594659722
62,1469,662.4,0,20.6,0.05921,5.066130989
62,1470,740.47,0,20.5,0.05921,4.359943579
62,1471,817.39,0,20.8,0.0885112,3.855623741
62,1472,823.86,118.669,21.5,0.0885112,3.496653015
62,1473,890.22,337.185,22.4,0.0885112,3.324693894
62,1474,896.62,537.365,23.5,0.0885112,3.216400134
62,1475,875.24,639.929,24.4,0.05921,3.214810347
62,1476,956.11,796.46,25.1,0.05921,3.471911258
62,1477,917.8,820.181,25.5,0.05921,3.958215325
62,1478,937.32,809.001,25.8,0.05921,4.300056884
62,1479,967.02,709.126,25.9,0.05921,4.418935811
62,1480,891.99,550.774,25.8,0.05921,4.694844049
62,1481,888.07,347.632,25.4,0.05921,4.933960872
62,1482,858.23,133.233,24.7,0.05921,5.312906614
62,1483,800.28,0,24.3,0.0885112,5.635179538
62,1484,822.33,0,23.5,0.0885112,5.979699491
62,1485,815.89,0,22.9,0.0885112,6.231726132
62,1486,819.59,0,22.3,0.0885112,6.607671668
62,1487,841.36,0,21.8,0.05921,7.045981723
62,1488,804.13,0,21.3,0.05921,7.120778457
63,1489,770.26,0,20.8,0.05921,6.942097156
63,1490,622.6,0,20.3,0.05921,6.710854239
63,1491,626.57,0,19.9,0.05921,6.220607857
63,1492,651.89,0,19.6,0.05921,5.900044776
63,1493,635.49,0,19.4,0.05921,5.421925948
63,1494,722.06,0,19.3,0.05921,4.838190321
63,1495,821.8,0,19.7,0.05921,4.394168798
63,1496,836.02,109.383,20.8,0.05921,3.978662458
63,1497,862.61,316.576,22.1,0.05921,3.714603309
63,1498,838.49,497.322,23.2,0.05921,3.560116372
63,1499,813.94,629.862,23.9,0.05921,3.466397493
63,1500,859.78,552.104,24.3,0.05921,3.543050568
63,1501,769.61,511.919,24.5,0.05921,3.652299535
63,1502,818.28,335.567,24.5,0.05921,3.936963042
63,1503,783.54,410.181,24.4,0.05921,4.270276346
63,1504,798.08,385.808,24.1,0.05921,4.554974155
63,1505,778.68,340.495,23.5,0.05921,4.931915872
63,1506,693.62,131.166,22.8,0.05921,5.318996834
63,1507,644.82,0,22.4,0.05921,5.811694596
63,1508,635.93,0,21.7,0.05921,6.073700887
63,1509,633.27,0,21.3,0.05921,6.243918483
63,1510,625.73,0,21.1,0.05921,6.53942704
63,1511,628.85,0,20.8,0.05921,6.84485712
63,1512,602.12,0,20.5,0.05921,7.116490752
64,1513,600.9,0,20.3,0.05921,7.040138533
64,1514,607.49,0,20.1,0.05921,6.752452429
64,1515,600.52,0,19.9,0.05921,6.193763221
64,1516,594.82,0,19.8,0.05921,5.668313777
64,1517,615.06,0,19.7,0.05921,5.119015851
64,1518,678.88,0,19.6,0.05921,4.491011991
64,1519,714.73,0,20.1,0.05921,4.018773521
64,1520,787.43,131.139,20.9,0.05921,3.580272188
64,1521,784.57,352.395,21.4,0.05921,3.28943676
64,1522,745.48,560.871,21.9,0.05921,3.105273623
64,1523,769.49,724.385,22.3,0.05921,3.01658018
64,1524,768.02,831.787,22.6,0.05921,3.050718459
64,1525,729.54,861.533,22.7,0.05921,3.123455662
64,1526,752.52,697.244,22.8,0.05921,3.276034806
64,1527,757.16,638.403,22.9,0.05921,3.517471041
64,1528,768.13,566.699,22.8,0.05921,3.947429587
64,1529,738.37,361.969,22.5,0.05921,4.47500168
64,1530,679.18,143.318,21.8,0.05921,5.101307609
64,1531,628.39,0,21.3,0.05921,5.594774538
64,1532,624.91,0,20.7,0.05921,6.139318821
64,1533,608.09,0,20.4,0.05921,6.50729684
64,1534,625.32,0,20.1,0.05921,6.67842081
64,1535,575.64,0,20,0.05921,6.947074005
64,1536,604.73,0,19.9,0.05921,7.182783054
65,1537,593.29,0,19.8,0.05921,7.184167031
65,1538,628.41,0,19.8,0.05921,7.034132881
65,1539,564.06,0,19.8,0.05921,6.518937499
65,1540,589.92,0,19.8,0.05921,5.90803493
65,1541,618.85,0,19.9,0.05921,5.250084264
65,1542,701.29,0,20,0.05921,4.647183761
65,1543,768.23,0,20.4,0.0885112,4.095683858
65,1544,817.53,121.366,21,0.0885112,3.65685928
65,1545,874.51,326.529,21.6,0.0885112,3.402160917
65,1546,865.3,525.579,22.2,0.0885112,3.268484147
65,1547,868.72,689.746,22.8,0.05921,3.260725058
65,1548,889.16,793.827,23.4,0.05921,3.484958284
65,1549,914,678.663,23.9,0.05921,3.98455878
65,1550,961.73,782.336,24.2,0.05921,4.226818254
65,1551,958.72,601.169,24.5,0.05921,4.319888021
65,1552,916.76,239.886,24.4,0.05921,4.494095332
65,1553,873.44,196.455,24,0.05921,4.808626318
65,1554,880.47,126.087,23.1,0.05921,5.305370487
65,1555,841.11,0,22.6,0.0885112,5.997918451
65,1556,863.38,0,21.5,0.0885112,6.471196696
65,1557,849.65,0,20.8,0.0885112,6.781735347
65,1558,834.2,0,20.2,0.0885112,7.009960907
65,1559,870.11,0,19.7,0.05921,7.214012119
65,1560,854.74,0,19.3,0.05921,7.578891325
66,1561,789.14,0,19.1,0.05921,7.535330083
66,1562,713.04,0,19,0.05921,7.37733484
66,1563,642.46,0,18.9,0.05921,6.905824563
66,1564,662.03,0,18.9,0.05921,6.389411227
66,1565,689.73,0,19,0.05921,5.639274777
66,1566,778.76,0,19.1,0.05921,4.929535714
66,1567,817.95,0,19.5,0.0885112,4.313527441
66,1568,853.03,121.944,20.2,0.0885112,3.810417453
66,1569,851.77,332.37,21,0.0885112,3.520892159
66,1570,946.35,535.886,21.9,0.0885112,3.351578317
66,1571,884.8,701,22.7,0.05921,3.310224537
66,1572,945.24,803.422,23.2,0.05921,3.494828356
66,1573,917.54,824.986,23.6,0.05921,4.014063472
66,1574,960.4,222.47,23.7,0.05921,4.192569212
66,1575,1007.46,478.011,23.6,0.05921,4.208574284
66,1576,961.08,217.448,23.3,0.05921,4.333316418
66,1577,933.65,162.695,22.5,0.05921,4.704256535
66,1578,910.67,137.678,21.3,0.05921,5.272005674
66,1579,850.74,0,20.6,0.0885112,5.97056453
66,1580,860.87,0,19.5,0.0885112,6.44999206
66,1581,902.29,0,18.9,0.0885112,6.54794625
66,1582,824.93,0,18.4,0.0885112,6.772705911
66,1583,839.5,0,18.2,0.05921,7.136394792
66,1584,866.04,0,18.1,0.05921,7.408019132
67,1585,763.96,0,18,0.05921,7.45650004
67,1586,710.74,0,17.9,0.05921,7.403346004
67,1587,639.39,0,17.8,0.05921,6.902449905
67,1588,646.66,0,17.8,0.05921,6.24871048
67,1589,661.21,0,17.7,0.05921,5.575567256
67,1590,759.93,0,17.7,0.05921,4.819740541
67,1591,820.03,0,18.3,0.0885112,4.3223051
67,1592,862.43,131.278,19.2,0.0885112,3.927094403
67,1593,871.57,345.356,19.9,0.0885112,3.693683811
67,1594,902.71,545.154,20.4,0.0885112,3.528371595
67,1595,831.62,703.762,20.9,0.05921,3.474639671
67,1596,899.99,805.362,21.2,0.05921,3.677673499
67,1597,862.46,825.413,21.4,0.05921,4.126836462
67,1598,898.67,301.524,21.4,0.05921,4.309042972
67,1599,945.6,662.037,21.3,0.05921,4.343661474
67,1600,939.44,519.612,21.1,0.05921,4.318106956
67,1601,909.03,112.14,20.7,0.05921,4.52962426
67,1602,857.04,13.3,20,0.05921,5.060636055
67,1603,783.61,0,19.6,0.0885112,5.670108433
67,1604,868.84,0,19.4,0.0885112,6.106835373
67,1605,796.95,0,19.3,0.0885112,6.345821661
67,1606,787.06,0,19.2,0.0885112,6.531091742
67,1607,809.66,0,19.1,0.05921,6.785288679
67,1608,804.49,0,19.1,0.05921,6.912872609
68,1609,761.61,0,19,0.05921,7.100481874
68,1610,694.39,0,18.9,0.05921,6.968601887
68,1611,618.26,0,18.9,0.05921,6.495030646
68,1612,647.41,0,18.9,0.05921,5.972276746
68,1613,663.04,0,19,0.05921,5.348294283
68,1614,717.43,0,19.1,0.05921,4.733638305
68,1615,806.83,0,19.7,0.0885112,4.132413343
68,1616,850.83,130.449,20.6,0.0885112,3.71843486
68,1617,924.91,342.773,21.1,0.0885112,3.446670694
68,1618,866.09,545.426,21.5,0.0885112,3.279994271
68,1619,875.4,704.444,21.8,0.05921,3.221474403
68,1620,955.34,747.84,22.2,0.05921,3.403984389
68,1621,834.64,705.849,22.5,0.05921,3.850947994
68,1622,885.71,590.027,22.7,0.05921,4.094194357
68,1623,925.03,596.304,22.8,0.05921,4.180273016
68,1624,882.58,531.198,22.8,0.05921,4.158387586
68,1625,896.12,362.444,22.6,0.05921,4.348420602
68,1626,852.81,147.025,22.3,0.05921,4.608058647
68,1627,820.4,0,22,0.0885112,4.891061145
68,1628,802.77,0,21.9,0.0885112,5.115676927
68,1629,822.8,0,21.9,0.0885112,5.378300648
68,1630,775.04,0,21.9,0.0885112,5.621718519
68,1631,791.19,0,22,0.05921,5.914092282
68,1632,791.45,0,22,0.05921,6.185018677
69,1633,753.23,0,22,0.05921,6.290890119
69,1634,673.8,0,22,0.05921,6.280508142
69,1635,627.83,0,21.9,0.05921,5.881692908
69,1636,609.69,0,21.9,0.05921,5.325670182
69,1637,616.44,0,21.9,0.05921,4.698076509
69,1638,720.55,0,22,0.05921,4.07726838
69,1639,700.75,0,22.4,0.0885112,3.49407671
69,1640,821.19,141.506,23.1,0.0885112,3.142596714
69,1641,904.74,358.603,23.6,0.0885112,2.92453279
69,1642,856.59,563.383,24,0.0885112,2.804251302
69,1643,831.89,726.019,24.3,0.05921,2.80174585
69,1644,971.3,811.624,24.6,0.05921,3.017734524
69,1645,866.97,840.38,24.8,0.05921,3.446514903
69,1646,908.29,785.158,24.9,0.05921,3.796328033
69,1647,979.62,707.691,24.9,0.05921,3.890607649
69,1648,902.92,564.301,24.8,0.05921,3.988619718
69,1649,910.16,363.586,24.5,0.05921,4.051591186
69,1650,889.51,148.271,23.9,0.05921,4.348561615
69,1651,838.1,0,23.5,0.0885112,4.810895712
69,1652,816.47,0,23,0.0885112,5.289907815
69,1653,815.59,0,22.8,0.0885112,5.705914148
69,1654,811.11,0,22.7,0.0885112,6.002392442
69,1655,817.83,0,22.6,0.05921,6.229372664
69,1656,775.92,0,22.4,0.05921,6.416295896
70,1657,726.6,0,22.3,0.05921,6.343884559
70,1658,652.88,0,22.1,0.05921,6.167191566
70,1659,637.87,0,21.9,0.05921,5.722407301
70,1660,617.87,0,21.8,0.05921,5.290502608
70,1661,595.1,0,21.8,0.05921,4.819787941
70,1662,710.12,0,21.8,0.05921,4.230453041
70,1663,795.12,0,22.4,0.05921,3.771757784
70,1664,798.51,120.494,23.3,0.05921,3.433416425
70,1665,815.53,352.399,23.8,0.05921,3.185705363
70,1666,767.42,556.442,24.2,0.05921,3.058786262
70,1667,807.79,719.766,24.6,0.05921,3.018115895
70,1668,813.29,825.589,24.8,0.05921,3.115941924
70,1669,771.98,774.649,24.9,0.05921,3.314745927
70,1670,764.29,728.786,24.9,0.05921,3.478911657
70,1671,739.16,576.36,24.9,0.05921,3.574163631
70,1672,730.79,91.6785,24.7,0.05921,3.896572574
70,1673,737.46,106.918,24.4,0.05921,4.135924268
70,1674,693.37,55.1531,23.8,0.05921,4.518172507
70,1675,609.23,0,23.4,0.05921,4.71197465
70,1676,585.48,0,23.2,0.05921,4.990238036
70,1677,600.76,0,23.2,0.05921,5.263243733
70,1678,596.59,0,23.1,0.05921,5.415994385
70,1679,591.45,0,22.9,0.05921,5.691116305
70,1680,609.21,0,22.9,0.05921,6.069149002
71,1681,578.31,0,22.9,0.05921,6.145758483
71,1682,574.63,0,22.8,0.05921,5.974444422
71,1683,574.63,0,22.7,0.05921,5.593701649
71,1684,574.63,0,22.6,0.05921,5.170690864
71,1685,599.92,0,22.5,0.05921,4.727057384
71,1686,669.45,0,22.5,0.05921,4.195921727
71,1687,747.7,0,22.9,0.05921,3.679131319
71,1688,784.87,149.217,23.5,0.05921,0
71,1689,793.94,366.841,24,0.05921,3.316416228
71,1690,746.76,571.38,24.4,0.05921,3.060116167
71,1691,748.17,621.398,24.7,0.05921,2.924553994
71,1692,802.98,727.307,24.9,0.05921,2.889592476
71,1693,733.66,824.387,24.9,0.05921,2.970387003
71,1694,743.93,670.536,24.9,0.05921,3.205247557
71,1695,722.12,649.334,24.7,0.05921,3.383069884
71,1696,711.31,569.212,24.5,0.05921,3.49862012
71,1697,717.56,367.005,24.2,0.05921,3.71232225
71,1698,650.06,152.425,23.6,0.05921,3.939120239
71,1699,603.97,0,23.3,0.05921,4.394039697
71,1700,586.93,0,23.1,0.05921,4.932284144
71,1701,587.62,0,23,0.05921,5.356657949
71,1702,609.26,0,23,0.05921,5.768832977
71,1703,568.28,0,22.9,0.05921,6.229928162
71,1704,583.66,0,22.8,0.05921,6.496352938
72,1705,567.29,0,22.7,0.05921,6.719579505
72,1706,550.26,0,22.6,0.05921,6.70507204
72,1707,558.68,0,22.4,0.05921,6.563913214
72,1708,553.99,0,22.3,0.05921,6.065872009
72,1709,570.26,0,22.2,0.05921,5.474742453
72,1710,721.86,0,22.2,0.05921,4.109898573
72,1711,780.51,0,22.8,0.0885112,3.671972509
72,1712,834.81,141.453,23.7,0.0885112,3.455270172
72,1713,909.69,354.179,24.3,0.0885112,3.338882166
72,1714,876.24,555.783,24.8,0.0885112,3.286688576
72,1715,828.55,707.971,25.1,0.05921,3.528393985
72,1716,961.11,806.913,25.3,0.05921,3.929859738
72,1717,906.47,825.898,25.3,0.05921,4.265086074
72,1718,944.52,793.266,25.2,0.05921,4.45905068
72,1719,993.81,686.373,25,0.05921,4.736949846
72,1720,859.74,555.193,24.8,0.05921,5.030368622
72,1721,911.12,356.039,24.6,0.05921,5.28396528
72,1722,888.88,145.078,24.3,0.05921,5.589771492
72,1723,845.93,0,24,0.0885112,5.82798718
72,1724,847.66,0,23.8,0.0885112,5.939161091
72,1725,850.04,0,23.7,0.0885112,6.320827388
72,1726,792.93,0,23.6,0.0885112,6.597374259
72,1727,798.91,0,23.4,0.05921,6.691124819
72,1728,804.16,0,23.3,0.05921,6.776463127
73,1729,761.41,0,23.3,0.05921,6.702167819
73,1730,688.56,0,23.1,0.05921,6.594035089
73,1731,617.91,0,22.9,0.05921,6.18593029
73,1732,652.6,0,22.8,0.05921,5.533383811
73,1733,634.11,0,22.7,0.05921,4.802343633
73,1734,755.48,0,22.8,0.05921,4.248929264
73,1735,789.63,0,23.5,0.0885112,3.831529662
73,1736,799.26,98.2648,24.4,0.0885112,3.591812562
73,1737,827.23,340.003,25,0.0885112,3.36414774
73,1738,810.54,525.568,25.5,0.0885112,3.309414396
73,1739,833.3,666.365,26,0.05921,3.464770785
73,1740,960.52,507.027,26.4,0.05921,3.970681842
73,1741,839.3,525.004,26.7,0.05921,4.302505645
73,1742,927.61,681.843,26.9,0.05921,4.321628359
73,1743,938.71,447.201,26.9,0.05921,4.188098088
73,1744,930.31,390.336,26.7,0.05921,4.185097881
73,1745,904.44,222.158,26.4,0.05921,4.297635999
73,1746,845.63,146.106,25.8,0.05921,4.19796816
73,1747,858.09,0,25.4,0.0885112,4.221457907
73,1748,881.4,0,24.7,0.0885112,4.324620707
73,1749,840.57,0,24.1,0.0885112,4.513388368
73,1750,818.32,0,23.4,0.0885112,4.808762338
73,1751,809.86,0,22.8,0.05921,5.074646147
73,1752,781.55,0,22.3,0.05921,5.581782771
74,1753,785.4,0,21.9,0.05921,5.857894199
74,1754,690.82,0,21.7,0.05921,5.829319704
74,1755,642.01,0,21.6,0.05921,5.462308804
74,1756,640.23,0,21.7,0.05921,4.926003832
74,1757,642.84,0,21.7,0.05921,4.197766156
74,1758,743.67,0,21.8,0.05921,3.538616365
74,1759,765.1,0,22,0.0885112,3.159053193
74,1760,862.6,67.7378,22.7,0.0885112,2.954809515
74,1761,874.18,220.072,23.5,0.0885112,2.895782981
74,1762,823.52,392.275,24.2,0.0885112,2.912657506
74,1763,850.19,324.113,24.7,0.05921,3.154434137
74,1764,947.96,481.018,25,0.05921,3.635670608
74,1765,853.05,192.74,25.1,0.05921,4.097889888
74,1766,961.59,294.011,24.9,0.05921,4.269031009
74,1767,946.9,105.952,24.6,0.05921,4.300362979
74,1768,930.75,110.071,24.1,0.05921,4.134624612
74,1769,868.42,75.4637,23.6,0.05921,4.126579199
74,1770,831.17,64.2502,23,0.05921,4.069457839
74,1771,826.81,0,22.7,0.0885112,3.936558095
74,1772,811.34,0,22,0.0885112,3.592375919
74,1773,815.38,0,21.7,0.0885112,3.252844481
74,1774,785.81,0,21.4,0.0885112,3.163289445
74,1775,793.61,0,21.2,0.05921,3.56351248
74,1776,789.97,0,21,0.05921,4.258631881
75,1777,750.13,0,20.8,0.05921,4.76087385
75,1778,630.49,0,20.7,0.05921,4.911635006
75,1779,633.1,0,20.6,0.05921,4.638167424
75,1780,598.97,0,20.5,0.05921,4.224081982
75,1781,598.72,0,20.5,0.05921,3.572495949
75,1782,752.84,0,20.4,0.05921,3.117560773
75,1783,773.48,6.65,21,0.0885112,2.846994545
75,1784,840.4,169.576,21.8,0.0885112,2.71037688
75,1785,893.76,289.681,22.4,0.0885112,2.679951283
75,1786,885.23,455.155,22.8,0.0885112,2.799385709
75,1787,859.27,667.871,23.1,0.05921,3.109850518
75,1788,877.17,871.968,23.4,0.05921,3.698451985
75,1789,847.27,916.546,23.6,0.05921,4.293441661
75,1790,922.46,881.526,23.6,0.05921,4.199894291
75,1791,939.4,757.529,23.6,0.05921,3.641190798
75,1792,854.49,610.146,23.4,0.05921,3.208295409
75,1793,891.22,400.195,23,0.05921,3.038835069
75,1794,788.93,172.531,22.3,0.05921,3.030432108
75,1795,774.98,6.65,21.8,0.0885112,3.120413295
75,1796,793.81,0,21.4,0.0885112,3.253212753
75,1797,799.67,0,21.3,0.0885112,3.450958645
75,1798,768.62,0,21.1,0.0885112,3.734260565
75,1799,806.14,0,21.1,0.05921,4.190050661
75,1800,734.12,0,21,0.05921,4.770051217
76,1801,743.63,0,21,0.05921,5.161051858
76,1802,627.65,0,21.1,0.05921,5.147784491
76,1803,607.82,0,21.1,0.05921,4.855707531
76,1804,604.45,0,21.1,0.05921,4.401021759
76,1805,577.18,0,21.1,0.05921,3.793739693
76,1806,754.18,0,21.2,0.05921,3.230359019
76,1807,822.57,7.61548,21.6,0.0885112,2.905468447
76,1808,821.44,168.263,22.3,0.0885112,2.752808788
76,1809,892.42,390.782,22.9,0.0885112,2.668742261
76,1810,868.75,596.18,23.5,0.0885112,2.650589284
76,1811,868.01,760.303,24.2,0.05921,2.877599755
76,1812,893,841.082,24.7,0.05921,3.283899665
76,1813,860.13,885.377,25.1,0.05921,3.686609568
76,1814,885.51,861.997,25.4,0.05921,3.784229788
76,1815,895.58,757.678,25.7,0.05921,3.600392516
76,1816,880.68,593.098,25.8,0.05921,3.462834176
76,1817,910.57,386.791,25.5,0.05921,3.586638254
76,1818,868.3,164.263,24.9,0.05921,3.858348348
76,1819,805.96,6.65,24.5,0.0885112,4.133930721
76,1820,829.5,0,23.9,0.0885112,4.474459526
76,1821,767.13,0,23.4,0.0885112,4.799487305
76,1822,744.87,0,22.9,0.0885112,5.129036474
76,1823,797.77,0,22.4,0.05921,5.519138601
76,1824,788.77,0,22,0.05921,5.815711941
77,1825,711.76,0,21.5,0.05921,5.792665495
77,1826,644.74,0,21,0.05921,5.579820905
77,1827,601.01,0,20.6,0.05921,5.147280445
77,1828,599.58,0,20.3,0.05921,4.659320607
77,1829,620.42,0,20,0.05921,4.160912809
77,1830,713.82,0,19.9,0.05921,3.63897167
77,1831,749.98,8.70676,20.3,0.05921,3.244699029
77,1832,771.02,173.144,21.2,0.05921,2.993395341
77,1833,836.56,394.098,22.2,0.05921,2.840652548
77,1834,792.5,596.579,23.1,0.05921,2.812169047
77,1835,786.68,703.962,23.9,0.05921,2.852072866
77,1836,815.27,855.517,24.6,0.05921,3.003750876
77,1837,781.63,708.427,25.1,0.05921,3.320578884
77,1838,753.71,703.557,25.5,0.05921,3.676406958
77,1839,743.71,748.432,25.8,0.05921,4.084685885
77,1840,762.81,537.507,25.9,0.05921,4.416367241
77,1841,799.61,325.896,25.6,0.05921,4.650321421
77,1842,679.42,82.5613,25,0.05921,4.940956278
77,1843,652.68,5.70417,24.5,0.05921,5.234338133
77,1844,635.12,0,23.6,0.05921,5.56567766
77,1845,605.48,0,23.1,0.05921,5.844774764
77,1846,606.84,0,22.8,0.05921,6.178001127
77,1847,603.78,0,22.5,0.05921,6.410466051
77,1848,611.16,0,22.4,0.05921,6.391851188
78,1849,592.22,0,22.3,0.05921,6.161031556
78,1850,586.83,0,22.2,0.05921,6.010986927
78,1851,618.36,0,22.2,0.05921,5.492088155
78,1852,597.78,0,22.3,0.05921,4.974242255
78,1853,608.71,0,22.3,0.05921,4.406159392
78,1854,720.55,0,22.4,0.05921,3.94293202
78,1855,720.16,6.67189,22.7,0.05921,3.534003982
78,1856,779.02,147.105,23.3,0.05921,3.239739577
78,1857,802.27,254.763,23.9,0.05921,3.056431361
78,1858,767.51,399.616,24.5,0.05921,2.966636214
78,1859,753.03,424.011,24.9,0.05921,2.991779112
78,1860,769.59,295.199,25.2,0.05921,3.073056482
78,1861,716.23,392.151,25.5,0.05921,3.32499213
78,1862,753.43,415.717,25.6,0.05921,3.593356382
78,1863,771.68,185.342,25.6,0.05921,3.825720774
78,1864,743.16,231.884,25.3,0.05921,3.868965197
78,1865,733.61,164.334,25,0.05921,4.00494161
78,1866,654.03,50.35,24.4,0.05921,4.030785072
78,1867,592.08,2.85,24.1,0.05921,4.084119908
78,1868,572.23,0,23.7,0.05921,4.238692599
78,1869,562.73,0,23.6,0.05921,4.336913097
78,1870,556.99,0,23.5,0.05921,4.431621484
78,1871,573.41,0,23.3,0.05921,4.457631215
78,1872,565.19,0,23.1,0.05921,4.558183037
79,1873,559.96,0,23,0.05921,4.759028233
79,1874,561.16,0,22.9,0.05921,4.682186499
79,1875,567.83,0,22.7,0.05921,4.367031412
79,1876,569.05,0,22.6,0.05921,3.978570525
79,1877,576.51,0,22.6,0.05921,3.433957638
79,1878,675.66,0,22.6,0.05921,2.965442329
79,1879,738.67,2.85,23.2,0.0885112,2.626665527
79,1880,753.94,48.0374,24.1,0.0885112,2.52768372
79,1881,836.18,98.6245,24.7,0.0885112,2.485445956
79,1882,784.13,317.671,25.1,0.0885112,2.566801222
79,1883,776.5,578.014,25.5,0.05921,2.842516995
79,1884,867.59,716.705,25.8,0.05921,3.421029481
79,1885,835.09,588.74,25.9,0.05921,3.913794414
79,1886,852.08,776.858,25.9,0.05921,3.975260417
79,1887,851.56,681.318,25.8,0.05921,3.500443838
79,1888,835.07,528.214,25.5,0.05921,3.084673564
79,1889,841.69,137.889,25.2,0.05921,2.839541798
79,1890,841.61,158.202,24.6,0.05921,2.741924198
79,1891,821.39,7.68906,24.3,0.0885112,2.610862212
79,1892,819.31,0,23.8,0.0885112,2.563109497
79,1893,795.14,0,23.7,0.0885112,2.618683231
79,1894,759.44,0,23.7,0.0885112,2.766483722
79,1895,785.36,0,23.6,0.05921,3.14119178
79,1896,803.72,0,23.6,0.05921,3.79107583
80,1897,726.3,0,23.6,0.05921,4.401271162
80,1898,667.95,0,23.5,0.05921,4.517462651
80,1899,634.75,0,23.5,0.05921,4.226546707
80,1900,579.05,0,23.5,0.05921,3.785617817
80,1901,602.87,0,23.5,0.05921,3.261832249
80,1902,709.7,0,23.6,0.05921,2.781848975
80,1903,702.36,10.9076,24.2,0.0885112,2.520486556
80,1904,766.27,177.597,25,0.0885112,2.392692763
80,1905,765.58,398.551,25.6,0.0885112,2.36865419
80,1906,802.13,606.512,26.2,0.0885112,2.44379132
80,1907,788.94,614.625,26.8,0.05921,2.771831218
80,1908,876.54,821.984,27.3,0.05921,3.381117557
80,1909,848.37,896.988,27.6,0.05921,3.887663194
80,1910,917.86,703.417,27.9,0.05921,3.807858175
80,1911,932.17,720.69,27.9,0.05921,3.30593016
80,1912,912.06,600.228,27.8,0.05921,2.943296771
80,1913,883.74,393.231,27.4,0.05921,2.763478277
80,1914,869.47,170.157,26.7,0.05921,2.854555929
80,1915,839.59,8.74664,26.2,0.0885112,2.929206165
80,1916,823.95,0,25.4,0.0885112,3.034404672
80,1917,799.43,0,25,0.0885112,3.208423324
80,1918,753.67,0,24.6,0.0885112,3.553969706
80,1919,822.87,0,24.4,0.05921,3.996764229
80,1920,773.78,0,24.2,0.05921,4.481343923
81,1921,738.56,0,24.1,0.05921,4.793420908
81,1922,688.39,0,24,0.05921,4.774046171
81,1923,619.89,0,24,0.05921,4.364623379
81,1924,624.96,0,23.9,0.05921,3.876769066
81,1925,622.18,0,23.8,0.05921,3.322959042
81,1926,700.72,0,23.7,0.05921,2.734806116
81,1927,781.82,14.4363,24.1,0.0885112,2.410069901
81,1928,778.61,166.434,25,0.0885112,2.260339226
81,1929,827.37,410.642,25.8,0.0885112,2.191131285
81,1930,834.53,614.371,26.5,0.0885112,2.239271796
81,1931,799.06,764.699,27.1,0.05921,2.47638054
81,1932,866.03,861.91,27.6,0.05921,2.929203545
