day,hour,consumption,insolation,temperature,C_buy,Emissions
1,0,0,0,0,0,0
1,1,531.38,0,22.7,0.05921,5.956823613
1,2,524.77,0,22.7,0.05921,5.556773519
1,3,563.46,0,22.8,0.05921,4.980717652
1,4,506.28,0,22.8,0.05921,4.505055444
1,5,542.58,0,22.8,0.05921,4.075052118
1,6,588.2,0,22.9,0.05921,3.868077654
1,7,603.97,0,23.1,0.05921,3.49368355
1,8,633.99,33.2315,23.5,0.05921,3.291090403
1,9,608.88,202.289,24.2,0.05921,3.00588069
1,10,620.18,377.901,24.8,0.05921,2.736141507
1,11,617.58,124.45,25.3,0.05921,2.600788949
1,12,623.52,475.2,25.6,0.05921,2.574733005
1,13,553.4,369.042,25.7,0.05921,2.677190001
1,14,523.02,193.445,25.7,0.05921,2.81451347
1,15,525.29,165.812,25.5,0.05921,3.186494301
1,16,529.7,83.6,25.3,0.05921,3.663321825
1,17,511.5,172.225,24.9,0.05921,3.922192135
1,18,516.63,17.4465,24.5,0.05921,4.120315344
1,19,511.42,0,24.4,0.05921,4.44282576
1,20,500.8,0,24.3,0.05921,4.72390188
1,21,503.63,0,24.2,0.05921,4.983871029
1,22,494.11,0,24.1,0.05921,5.180352999
1,23,502.97,0,24.1,0.05921,5.391424382
1,24,488.34,0,24,0.05921,5.485603713
2,25,497.81,0,24,0.05921,5.474414215
2,26,532.79,0,23.9,0.05921,5.194844747
2,27,501.31,0,23.9,0.05921,4.86759522
2,28,529.55,0,23.8,0.05921,4.48990554
2,29,523.1,0,23.7,0.05921,4.14191183
2,30,675.53,0,23.6,0.05921,3.656806887
2,31,686.99,0,23.7,0.0885112,3.266943685
2,32,684.66,34.1904,24.3,0.0885112,2.910892651
2,33,686.98,205.065,25,0.0885112,2.690027658
2,34,668.24,380.134,25.5,0.0885112,2.572888822
2,35,686.54,519.82,26,0.05921,2.543830052
2,36,718.85,422.547,26.2,0.05921,2.644085071
2,37,622.47,207.727,26.4,0.05921,2.829010703
2,38,623.76,193.446,26.4,0.05921,3.078592883
2,39,613.75,296.891,26.3,0.05921,3.399594026
2,40,577.73,347.366,26,0.05921,3.701732336
2,41,572.7,117.757,25.5,0.05921,4.019995774
2,42,522.44,17.2992,25,0.05921,4.309117308
2,43,537.46,0,24.7,0.0885112,4.577437966
2,44,523.26,0,24.5,0.0885112,4.744591991
2,45,508.2,0,24.4,0.0885112,4.958433948
2,46,517.42,0,24.4,0.0885112,5.256314802
2,47,498.13,0,24.3,0.05921,5.590708854
2,48,528.69,0,24.3,0.05921,5.809962857
3,49,512.65,0,24.3,0.05921,5.924205578
3,50,515.23,0,24.2,0.05921,5.548783858
3,51,552.16,0,24.2,0.05921,5.159502351
3,52,516.52,0,24.2,0.05921,4.766591297
3,53,589.27,0,24.2,0.05921,4.390128616
3,54,643.08,0,24.3,0.05921,3.931115353
3,55,763.27,0,24.6,0.0885112,3.438260613
3,56,780.24,32.8003,25.1,0.0885112,3.049901198
3,57,764.81,203.018,25.7,0.0885112,2.838986792
3,58,813.52,114.95,26,0.0885112,2.745709783
3,59,764.84,250.162,26.3,0.05921,2.737818727
3,60,777.85,614.3,26.4,0.05921,2.970779592
3,61,789.22,462.441,26.5,0.05921,3.363623476
3,62,790.34,527.2,26.6,0.05921,3.688623626
3,63,820.57,425.885,26.5,0.05921,3.83388293
3,64,773.29,359.692,26.3,0.05921,3.93072731
3,65,735.37,101.03,26,0.05921,4.252761555
3,66,744.16,13.3,25.7,0.05921,4.564735635
3,67,723.25,0,25.6,0.0885112,4.994249693
3,68,719.4,0,25.5,0.0885112,5.241191587
3,69,668.31,0,25.4,0.0885112,5.417243328
3,70,668.49,0,25.3,0.0885112,5.604749687
3,71,689.14,0,25.3,0.05921,5.898298998
3,72,655.37,0,25.2,0.05921,6.043905371
4,73,623.33,0,25.2,0.05921,6.181569236
4,74,565.79,0,25.1,0.05921,5.938784512
4,75,499.28,0,25,0.05921,5.525060671
4,76,523.2,0,24.9,0.05921,5.159113368
4,77,516.74,0,24.8,0.05921,4.762521314
4,78,620.7,0,24.7,0.05921,4.254665542
4,79,656.92,0,24.8,0.0885112,3.684996698
4,80,706.33,18.0175,25.2,0.0885112,3.303499289
4,81,753.64,106.684,25.7,0.0885112,3.040182864
4,82,740.72,283.869,26,0.0885112,2.93593551
4,83,751.48,241.811,26.3,0.05921,2.929305756
4,84,765.02,530.559,26.5,0.05921,3.148076916
4,85,697.64,175.75,26.6,0.05921,3.546297111
4,86,724.8,389.078,26.7,0.05921,3.8547617
4,87,797.16,327.919,26.6,0.05921,4.138935693
4,88,779.42,288.153,26.4,0.05921,4.417013039
4,89,787.46,134.381,26,0.05921,4.637092901
4,90,749.12,14.25,25.4,0.05921,4.905925464
4,91,731.12,0,25.2,0.0885112,5.283563692
4,92,746.91,0,25,0.0885112,5.552993913
4,93,722.82,0,24.8,0.0885112,5.766495473
4,94,697.04,0,24.7,0.0885112,6.091153793
4,95,721.9,0,24.6,0.05921,6.25116354
4,96,698.97,0,24.6,0.05921,6.317454409
5,97,655.92,0,24.5,0.05921,6.382501127
5,98,636.36,0,24.5,0.05921,6.193664862
5,99,575.58,0,24.4,0.05921,5.726366073
5,100,576.47,0,24.3,0.05921,5.262099174
5,101,580.04,0,24.2,0.05921,4.7500717
5,102,665.06,0,24.1,0.05921,4.176492223
5,103,748.44,0,24.2,0.0885112,3.736937772
5,104,725.21,34.8872,24.7,0.0885112,3.326596941
5,105,750.66,170.267,25.3,0.0885112,3.117999575
5,106,777.58,393.45,25.8,0.0885112,2.969734579
5,107,794.41,470.036,26.3,0.05921,2.950780752
5,108,911.97,629.254,26.7,0.05921,3.153132601
5,109,829.64,655.571,27,0.05921,3.562730954
5,110,883.77,628.744,27.1,0.05921,3.922860077
5,111,911.51,527.951,27.1,0.05921,4.177083456
5,112,891.73,376.425,26.8,0.05921,4.286009177
5,113,868.67,191.859,26,0.05921,4.369798672
5,114,872.17,23.2185,25.2,0.05921,4.666154291
5,115,794.27,0,24.8,0.0885112,4.980278896
5,116,846.67,0,24.1,0.0885112,5.437999176
5,117,805.5,0,23.9,0.0885112,5.599458884
5,118,789.04,0,23.8,0.0885112,5.700848477
5,119,783.91,0,23.7,0.05921,5.805544372
5,120,755.57,0,23.7,0.05921,6.009055803
6,121,735.54,0,23.7,0.05921,6.155940629
6,122,656.71,0,23.6,0.05921,5.90151144
6,123,635.01,0,23.5,0.05921,5.504201671
6,124,622.1,0,23.4,0.05921,4.962486086
6,125,635.59,0,23.3,0.05921,4.499915684
6,126,703.08,0,23.3,0.05921,3.8718063
6,127,767.76,0,23.4,0.0885112,3.44646157
6,128,760.34,32.8886,24.1,0.0885112,3.058633831
6,129,772.37,204.107,24.9,0.0885112,2.849214166
6,130,746.33,381.111,25.4,0.0885112,2.752562251
6,131,737.21,522.043,25.9,0.05921,2.747705703
6,132,807.64,608.572,26.3,0.05921,3.004290903
6,133,746.33,633.456,26.5,0.05921,3.476313331
6,134,784.07,573.928,26.6,0.05921,3.89713929
6,135,800.58,262.623,26.6,0.05921,3.932681316
6,136,813.37,213.97,26.4,0.05921,3.624008298
6,137,753.32,173.916,26,0.05921,3.574824206
6,138,770.19,11.4,25.5,0.05921,3.482320417
6,139,756.83,0,25.3,0.0885112,3.499569639
6,140,747.62,0,24.9,0.0885112,3.591375485
6,141,712.58,0,24.6,0.0885112,3.705841167
6,142,703.91,0,24.3,0.0885112,3.986549261
6,143,689.9,0,24.1,0.05921,4.515977695
6,144,730.97,0,23.9,0.05921,4.968089411
7,145,645.57,0,23.8,0.05921,5.138275325
7,146,619.36,0,23.7,0.05921,4.957024021
7,147,570.98,0,23.6,0.05921,4.681350655
7,148,570.47,0,23.4,0.05921,4.421939623
7,149,582.47,0,23.1,0.05921,4.041715428
7,150,659.41,0,22.8,0.05921,3.609422691
7,151,668.43,0,22.6,0.05921,3.362978171
7,152,680.52,28.1777,22.6,0.05921,3.077695801
7,153,725.4,194.003,22.7,0.05921,2.920988303
7,154,701.32,370.695,23.1,0.05921,2.883624238
7,155,721.82,515.763,23.8,0.05921,2.899286293
7,156,721.35,606.311,24.4,0.05921,3.039848893
7,157,695.28,466.087,24.9,0.05921,3.381269787
7,158,660.79,117.455,25.2,0.05921,3.927194241
7,159,625.65,254.162,25.4,0.05921,3.949579664
7,160,627.58,35.15,25.4,0.05921,3.672946792
7,161,602.92,85.7155,25,0.05921,3.466479688
7,162,570.45,4.75,24.3,0.05921,3.259446852
7,163,549.28,0,24,0.05921,3.262956344
7,164,505.18,0,22.7,0.05921,3.309749799
7,165,534.63,0,21.8,0.05921,3.447805514
7,166,504.31,0,21,0.05921,3.753394004
7,167,520.65,0,20.3,0.05921,4.257331531
7,168,528.55,0,19.6,0.05921,4.664234339
8,169,499.41,0,19,0.05921,4.855198739
8,170,554,0,18.3,0.05921,4.65952691
8,171,552.65,0,17.6,0.05921,4.41612619
8,172,525.44,0,17,0.05921,4.159669151
8,173,526.94,0,16.5,0.05921,3.863614388
8,174,560.98,0,16.2,0.05921,3.506969501
8,175,649.14,0,15.9,0.05921,3.217311053
8,176,640.05,32.242,16.2,0.05921,2.94341208
8,177,637.43,210.867,17,0.05921,2.806559543
8,178,674.87,400.005,18.3,0.05921,2.750848602
8,179,618.45,553.776,19.5,0.05921,2.755036268
8,180,642.16,652.689,20.3,0.05921,2.89099291
8,181,621.77,682.59,20.9,0.05921,3.135244745
8,182,594.91,646.219,21.2,0.05921,3.551219643
8,183,617.49,547.594,21.2,0.05921,3.751982891
8,184,587.52,391.283,21.1,0.05921,3.57861859
8,185,617.31,200.857,20.9,0.05921,3.465229357
8,186,555.24,24.6514,20.8,0.05921,3.61290836
8,187,557.43,0,20.8,0.05921,3.739046382
8,188,529.05,0,20.8,0.05921,3.864946913
8,189,508.7,0,20.9,0.05921,4.075362512
8,190,506.93,0,20.9,0.05921,4.327437987
8,191,507.89,0,20.9,0.05921,4.694766894
8,192,494.64,0,20.9,0.05921,5.053923906
9,193,518.56,0,20.9,0.05921,5.259529171
9,194,504.72,0,20.9,0.05921,5.05543985
9,195,507.78,0,20.9,0.05921,4.746663927
9,196,518.91,0,20.9,0.05921,4.36926581
9,197,535.62,0,21,0.05921,3.924017287
9,198,634.83,0,21.1,0.05921,3.41265583
9,199,719.73,0,21.3,0.0885112,2.910517952
9,200,777.71,32.075,21.9,0.0885112,2.650102881
9,201,770.3,207.483,22.7,0.0885112,2.516130495
9,202,836.04,392.781,23.2,0.0885112,2.469001882
9,203,819.64,299.003,23.5,0.05921,2.552524823
9,204,874.27,470.348,23.7,0.05921,2.910706611
9,205,833.95,679.811,23.7,0.05921,3.477781629
9,206,871.71,652.608,23.7,0.05921,3.832285038
9,207,831.8,553.051,23.6,0.05921,3.791342877
9,208,839.46,398.344,23.5,0.05921,3.566311422
9,209,798.72,42.75,23.3,0.05921,3.413542187
9,210,808.72,28.4621,23.1,0.05921,3.43021614
9,211,778.28,0,23,0.0885112,3.525516947
9,212,808.23,0,22.7,0.0885112,3.658576287
9,213,746.54,0,22.5,0.0885112,3.876491093
9,214,708.99,0,22,0.0885112,4.208470685
9,215,745.9,0,21.4,0.05921,4.741798087
9,216,705.86,0,20.8,0.05921,5.188410817
10,217,661.04,0,20.2,0.05921,5.339557151
10,218,567.56,0,19.6,0.05921,5.218238754
10,219,590.04,0,19,0.05921,4.862475477
10,220,559.7,0,18.5,0.05921,4.449944335
10,221,593.9,0,18.1,0.05921,4.029334664
10,222,702.82,0,17.9,0.05921,3.495253813
10,223,753.69,0,17.7,0.0885112,3.078111473
10,224,769.8,14.25,17.9,0.0885112,2.789422517
10,225,753.4,48.45,18.5,0.0885112,2.661352878
10,226,813.74,170.2,19.7,0.0885112,2.634253353
10,227,759.56,389.136,21.1,0.05921,2.729602992
10,228,828.64,646.118,22.4,0.05921,3.125439224
10,229,780.57,677.308,23.3,0.05921,3.744429366
10,230,808.3,144.4,23.8,0.05921,4.109838568
10,231,857.22,368.807,24,0.05921,4.114356398
10,232,799.58,104.5,23.9,0.05921,3.797935956
10,233,821.27,75.2909,23.5,0.05921,3.579344164
10,234,794.64,11.4,23,0.05921,3.346735607
10,235,768.02,0,22.8,0.0885112,3.31385601
10,236,782.16,0,22.6,0.0885112,3.352784853
10,237,773.31,0,22.5,0.0885112,3.446366524
10,238,725.41,0,22.4,0.0885112,3.771778294
10,239,726.85,0,22.3,0.05921,4.354265964
10,240,736.16,0,22.2,0.05921,4.867982323
11,241,656.04,0,22.3,0.05921,5.104441955
11,242,589.97,0,22.3,0.05921,5.004227909
11,243,586.37,0,22.3,0.05921,4.726314212
11,244,573.97,0,22.3,0.05921,4.335000804
11,245,593.67,0,22.3,0.05921,3.877991566
11,246,688.61,0,22.4,0.05921,3.418417318
11,247,767.66,0,22.6,0.0885112,3.075793247
11,248,778.82,16.15,23.2,0.0885112,2.86360968
11,249,804.75,205.12,23.9,0.0885112,2.777872851
11,250,850.28,295.185,24.4,0.0885112,2.752950294
11,251,832.02,544.191,24.7,0.05921,2.893824228
11,252,861.5,250.13,24.8,0.05921,3.298372135
11,253,818.26,396.151,24.8,0.05921,4.052600018
11,254,813.74,637.968,24.7,0.05921,4.542850699
11,255,877.08,540.6,24.4,0.05921,4.32059649
11,256,857.84,205.349,24.3,0.05921,3.753093888
11,257,803.01,137.432,24.1,0.05921,3.386140866
11,258,800.8,17.0512,24,0.05921,3.114112765
11,259,807.38,0,24,0.0885112,3.095903097
11,260,805.92,0,24,0.0885112,3.166604591
11,261,796.23,0,24,0.0885112,3.1436913
11,262,743.38,0,24,0.0885112,3.430098951
11,263,840.76,0,23.9,0.05921,4.14456546
11,264,738.4,0,23.8,0.05921,4.63702835
12,265,700.86,0,23.7,0.05921,4.973422375
12,266,651.61,0,23.7,0.05921,4.854989369
12,267,569.62,0,23.7,0.05921,4.641470658
12,268,601.2,0,23.6,0.05921,4.279318925
12,269,589.54,0,23.7,0.05921,3.849562136
12,270,686.6,0,23.7,0.05921,3.413757535
12,271,787.76,0,23.8,0.0885112,2.994600444
12,272,766.39,19.8274,24,0.0885112,2.773645645
12,273,815.53,211.175,24.3,0.0885112,2.68862915
12,274,813.34,91.2,24.5,0.0885112,2.672915642
12,275,773.33,152.95,24.7,0.05921,2.792472743
12,276,894.05,501.159,24.7,0.05921,3.154388417
12,277,845.08,516.349,24.6,0.05921,3.805486369
12,278,845.29,405.303,24.5,0.05921,4.269375951
12,279,927.72,244.355,24.4,0.05921,4.044260175
12,280,959.8,57,24.3,0.05921,3.548195366
12,281,897.02,212.794,24,0.05921,3.318941944
12,282,841.26,33.4928,23.8,0.05921,3.255445472
12,283,796.09,0,23.8,0.0885112,3.315842885
12,284,791.66,0,23.8,0.0885112,3.467990639
12,285,798.05,0,23.8,0.0885112,3.606884124
12,286,762.21,0,23.7,0.0885112,3.985256031
12,287,775.92,0,23.6,0.05921,4.560553209
12,288,755.66,0,23.5,0.05921,4.987836227
13,289,715.4,0,23.5,0.05921,5.252391564
13,290,623.93,0,23.4,0.05921,5.040920473
13,291,638.65,0,23.4,0.05921,4.67895216
13,292,606.03,0,23.3,0.05921,4.285573981
13,293,619.17,0,23.1,0.05921,3.834955572
13,294,673.42,0,22.9,0.05921,3.329842745
13,295,815.47,0,22.8,0.0885112,2.901662645
13,296,888.72,33.1652,23,0.0885112,2.628146229
13,297,798.04,149.858,23.4,0.0885112,2.506344744
13,298,864.96,171.162,24,0.0885112,2.458714704
13,299,840.1,548.844,24.5,0.05921,2.506669176
13,300,914.96,644.958,24.8,0.05921,2.770881497
13,301,812.68,506.626,25,0.05921,3.328132656
13,302,831.34,648.771,25,0.05921,3.758700772
13,303,869.04,552.695,24.9,0.05921,4.011280293
13,304,796.76,400.792,24.8,0.05921,4.171596135
13,305,813.25,111.445,24.5,0.05921,4.258559964
13,306,831.49,34.2194,24.2,0.05921,4.285055157
13,307,737.41,0,24.1,0.0885112,4.194785026
13,308,775.9,0,24,0.0885112,4.030590234
13,309,717.86,0,23.8,0.0885112,3.77728252
13,310,716.65,0,23.4,0.0885112,3.88961888
13,311,747.66,0,23.1,0.05921,4.151906257
13,312,750.31,0,22.9,0.05921,4.638751537
14,313,710.89,0,22.6,0.05921,4.953086005
14,314,631.28,0,22.5,0.05921,4.850324346
14,315,549.97,0,22.4,0.05921,4.646171662
14,316,626.56,0,22.2,0.05921,4.422888404
14,317,566.72,0,22,0.05921,4.079815792
14,318,679.61,0,21.8,0.05921,3.704188016
14,319,719.11,0,21.7,0.05921,3.559085689
14,320,786.81,12.35,22,0.05921,3.443487807
14,321,782.98,212.315,22.5,0.05921,3.418802741
14,322,777.37,287.233,23.2,0.05921,3.496608974
14,323,706.16,549.73,23.9,0.05921,3.649675013
14,324,723.3,164.35,24.3,0.05921,3.983220569
14,325,759.09,379.792,24.7,0.05921,4.40305084
14,326,668.88,419.247,24.9,0.05921,4.941644976
14,327,669.76,111.15,24.9,0.05921,5.057766428
14,328,625.25,186.56,24.8,0.05921,4.75761356
14,329,612.39,159.285,24.3,0.05921,4.335625152
14,330,620.02,37.3402,23.7,0.05921,4.04274591
14,331,642.95,0,23.5,0.05921,3.769370753
14,332,605.32,0,22.8,0.05921,3.533467807
14,333,647.25,0,22.3,0.05921,3.30994681
14,334,584.85,0,21.9,0.05921,3.389300669
14,335,559.46,0,21.6,0.05921,4.058133553
14,336,578.14,0,21.3,0.05921,4.992049149
15,337,537.06,0,21.1,0.05921,5.641967501
15,338,575.88,0,20.9,0.05921,5.642090176
15,339,603.95,0,20.7,0.05921,5.593597357
15,340,568.87,0,20.4,0.05921,5.533483649
15,341,600.89,0,20.1,0.05921,5.307167069
15,342,715.55,0,19.9,0.05921,5.125104437
15,343,678.03,0,19.9,0.05921,5.056777614
15,344,735.55,11.4,20.2,0.05921,5.086697978
15,345,719.06,71.25,21,0.05921,5.16489606
15,346,712.99,114.95,22.1,0.05921,5.276320561
15,347,640.3,141.55,23,0.05921,5.452099074
15,348,685.31,155.8,23.6,0.05921,5.60918389
15,349,640,490.213,24,0.05921,6.085843466
15,350,640.52,440.538,24.1,0.05921,6.621094132
15,351,632.68,416.489,24.1,0.05921,6.508418808
15,352,585.91,202.289,24.1,0.05921,5.918468853
15,353,570.87,61.75,23.8,0.05921,5.066237006
15,354,550.73,36.5592,23.5,0.05921,4.37926617
15,355,498.49,0,23.3,0.05921,3.894044038
15,356,540.44,0,23,0.05921,3.503241101
15,357,518.54,0,22.7,0.05921,3.212897561
15,358,534.09,0,22.3,0.05921,3.244453925
15,359,554.7,0,21.9,0.05921,3.798086015
15,360,504.31,0,21.4,0.05921,4.735815765
16,361,554.9,0,21.1,0.05921,5.386539265
16,362,540.94,0,20.8,0.05921,5.44880755
16,363,524.67,0,20.4,0.05921,5.514606285
16,364,526.44,0,20.1,0.05921,5.436331741
16,365,548.05,0,19.7,0.05921,5.31677202
16,366,679.56,0,19.4,0.05921,5.190242148
16,367,703.4,0,19.2,0.0885112,4.946964103
16,368,770.06,34.1113,19.2,0.0885112,4.949761119
16,369,799.54,213.225,19.4,0.0885112,4.981041637
16,370,734.93,336.312,19.9,0.0885112,5.109499073
16,371,689.69,431.638,20.6,0.05921,5.381958564
16,372,824.81,345.897,21.4,0.05921,5.782301654
16,373,679.39,117.8,21.8,0.05921,6.274538964
16,374,666.4,652.732,21.9,0.05921,6.903015434
16,375,603.24,392.065,21.8,0.05921,6.691814704
16,376,641.49,79.8,21.5,0.05921,5.579064635
16,377,601.67,150.894,21.1,0.05921,4.729789402
16,378,578.56,39.8723,20.7,0.05921,3.960680542
16,379,569.14,0,20.5,0.0885112,3.511469934
16,380,612.94,0,20,0.0885112,3.221147597
16,381,629.33,0,19.7,0.0885112,3.06343606
16,382,607.73,0,19.3,0.0885112,3.210084827
16,383,558.52,0,19,0.05921,3.790448415
16,384,570.69,0,18.6,0.05921,4.499430222
17,385,539.4,0,18.3,0.05921,5.173859758
17,386,563.08,0,18.2,0.05921,5.186926555
17,387,552.34,0,18.1,0.05921,5.054013713
17,388,549.09,0,18,0.05921,4.804575658
17,389,584.62,0,17.9,0.05921,4.403264263
17,390,652.9,0,17.9,0.05921,4.205274454
17,391,715.63,0,18.2,0.0885112,3.673295294
17,392,785.95,35.6211,19,0.0885112,3.632029888
17,393,829.83,218.826,20.2,0.0885112,3.617783491
17,394,778.31,406.446,21.4,0.0885112,3.741970127
17,395,737.55,560.613,22.3,0.05921,3.963587136
17,396,831.8,406.232,22.8,0.05921,4.57440395
17,397,832.97,694.498,23.1,0.05921,5.40824938
17,398,768.84,530.936,23.2,0.05921,6.095096355
17,399,864.73,500.411,23.2,0.05921,5.462627796
17,400,825.61,243.695,23,0.05921,4.348532105
17,401,755.05,168.839,22.4,0.05921,3.536643328
17,402,782.73,43.9821,21.8,0.05921,3.068733289
17,403,751.17,0,21.6,0.0885112,2.936341398
17,404,760.65,0,21.5,0.0885112,2.896895411
17,405,744.26,0,21.5,0.0885112,2.963563598
17,406,709.84,0,21.5,0.0885112,3.185082941
17,407,780.96,0,21.5,0.05921,3.794316395
17,408,710.79,0,21.5,0.05921,4.373053028
18,409,693.35,0,21.6,0.05921,4.775334161
18,410,609.33,0,21.6,0.05921,4.661899208
18,411,597.22,0,21.7,0.05921,4.402219003
18,412,564.93,0,21.7,0.05921,4.074749135
18,413,594.41,0,21.6,0.05921,3.779921373
18,414,682.07,0,21.4,0.05921,3.355005414
18,415,806.66,0,21.3,0.0885112,2.76620051
18,416,808.26,37.5822,21.6,0.0885112,2.575998606
18,417,822.59,224.836,22.2,0.0885112,2.492165517
18,418,804.33,413.99,22.8,0.0885112,2.49571193
18,419,773.18,568.43,23.3,0.05921,2.649557861
18,420,769.75,486.59,23.6,0.05921,3.061983726
18,421,788.04,631.721,23.8,0.05921,3.850047599
18,422,845.46,518.669,24,0.05921,4.2645368
18,423,820.64,361.646,24.1,0.05921,4.01723212
18,424,835.52,261.252,24,0.05921,3.512406803
18,425,803.26,154.659,23.5,0.05921,3.207744456
18,426,837.8,31.1809,22.7,0.05921,3.103359896
18,427,791.06,0,22.4,0.0885112,3.121601247
18,428,773.77,0,21.5,0.0885112,3.244753594
18,429,763.19,0,21,0.0885112,3.435970016
18,430,714.1,0,20.5,0.0885112,3.76110332
18,431,713.9,0,20,0.05921,4.162875168
18,432,757.41,0,19.5,0.05921,4.651713749
19,433,697.95,0,19.1,0.05921,5.003843673
19,434,623.26,0,18.6,0.05921,4.885731293
19,435,571.64,0,18.2,0.05921,4.589505022
19,436,559.23,0,17.7,0.05921,4.200030804
19,437,561.92,0,17.3,0.05921,3.727187756
19,438,684.3,0,17.1,0.05921,3.21944418
19,439,706.06,0,17.1,0.0885112,2.771396021
19,440,775.99,33.9932,17.6,0.0885112,2.512329193
19,441,791.87,214.823,18.6,0.0885112,2.373345901
19,442,795.86,402.273,19.5,0.0885112,2.319198305
19,443,773.91,555.011,20.4,0.05921,2.357806521
19,444,875.88,653.653,21.2,0.05921,2.712368301
19,445,817.75,689.946,21.7,0.05921,3.35409904
19,446,833.89,663.098,22.1,0.05921,3.725664445
19,447,864.96,425.434,22.3,0.05921,3.609771193
19,448,818.4,418.077,22.2,0.05921,3.389666076
19,449,822.73,230.666,21.7,0.05921,3.290569453
19,450,812.72,46.5514,21.2,0.05921,3.324292059
19,451,799.45,0,21,0.0885112,3.537156419
19,452,845.04,0,20.9,0.0885112,3.869489507
19,453,813.7,0,20.7,0.0885112,4.374876747
19,454,753.93,0,20.8,0.0885112,4.700137966
19,455,832.1,0,20.8,0.05921,5.030916754
19,456,747.77,0,20.7,0.05921,5.28117019
20,457,712.83,0,20.7,0.05921,5.451375874
20,458,646.22,0,20.7,0.05921,5.343933229
20,459,571.03,0,20.7,0.05921,5.018692968
20,460,585.33,0,20.7,0.05921,4.646591834
20,461,587.41,0,20.7,0.05921,4.166175984
20,462,704.7,0,20.8,0.05921,3.654743549
20,463,770.92,0,20.9,0.0885112,3.062238122
20,464,807.22,27.431,21.4,0.0885112,2.662367396
20,465,776.44,172.436,22,0.0885112,2.501831213
20,466,822.45,410.637,22.4,0.0885112,2.419961423
20,467,793.54,563.153,22.7,0.05921,2.45985857
20,468,848.52,527.379,22.8,0.05921,2.734037195
20,469,826.33,693.845,22.9,0.05921,3.316470793
20,470,891.83,661.463,22.8,0.05921,3.705283989
20,471,869.43,378.861,22.8,0.05921,3.777631962
20,472,863.55,161.417,22.7,0.05921,3.797726788
20,473,852.99,185.124,22.3,0.05921,3.882127286
20,474,847.33,46.3127,22,0.05921,3.896867004
20,475,795.02,0,21.9,0.0885112,4.148812884
20,476,766.07,0,21.8,0.0885112,4.249144612
20,477,772.07,0,21.9,0.0885112,4.385027412
20,478,756.99,0,21.9,0.0885112,4.638998768
20,479,768.71,0,21.8,0.05921,5.02259001
20,480,752.87,0,21.8,0.05921,5.275926786
21,481,673.18,0,21.8,0.05921,5.438848365
21,482,645.34,0,21.8,0.05921,5.155049071
21,483,596.95,0,21.8,0.05921,4.831414561
21,484,558.91,0,21.9,0.05921,4.461020897
21,485,601.37,0,22,0.05921,4.117900885
21,486,706.9,0,21.9,0.05921,3.724754959
21,487,722.34,0,21.8,0.05921,3.23001363
21,488,736.57,33.6792,21.9,0.05921,2.904368421
21,489,676.94,212.231,22.6,0.05921,2.705993189
21,490,714.87,399.536,23.4,0.05921,2.58467336
21,491,728.84,551.659,24.1,0.05921,2.545984629
21,492,764.43,489.283,24.6,0.05921,2.688654159
21,493,748.63,522.396,24.9,0.05921,2.91216967
21,494,683.93,405.907,25.1,0.05921,3.23230398
21,495,688.7,566.017,25.1,0.05921,3.65044774
21,496,680.18,418.48,24.9,0.05921,3.990819568
21,497,653.49,233.788,24.4,0.05921,4.191588056
21,498,670.86,50.3805,23.7,0.05921,4.298262967
21,499,654.67,0,23.5,0.05921,4.546282743
21,500,638.11,0,23.2,0.05921,4.816393758
21,501,647.83,0,23,0.05921,5.070534003
21,502,568.07,0,22.8,0.05921,5.270450189
21,503,574.38,0,22.6,0.05921,5.327268074
21,504,519.33,0,22.4,0.05921,5.258302864
22,505,567.77,0,22.3,0.05921,5.31938893
22,506,536.42,0,22.2,0.05921,5.112125275
22,507,535.86,0,22.1,0.05921,4.790979066
22,508,555.97,0,22.1,0.05921,4.404817822
22,509,563.82,0,22.1,0.05921,4.054539
22,510,624.34,0,22.1,0.05921,3.726923113
22,511,715.2,0,22.3,0.05921,3.335096134
22,512,673.51,33.285,23.1,0.05921,2.964470218
22,513,668.22,208.824,23.9,0.05921,2.747621382
22,514,672.57,392.988,24.3,0.05921,2.629636917
22,515,660.43,542.807,24.7,0.05921,2.59471232
22,516,669.59,260.312,24.9,0.05921,2.651684563
22,517,623.91,420.037,25,0.05921,2.847868296
22,518,658.82,338.548,24.9,0.05921,3.135838105
22,519,657.28,561.18,24.6,0.05921,3.54199295
22,520,624.03,413.65,24.3,0.05921,3.936463542
22,521,601.96,228.506,23.8,0.05921,4.158693928
22,522,615.1,47.701,23.4,0.05921,4.424986737
22,523,567.04,0,23.2,0.05921,4.658517385
22,524,612.7,0,23,0.05921,4.891127128
22,525,571.54,0,22.9,0.05921,5.009562754
22,526,601.66,0,22.8,0.05921,5.231910576
22,527,545.01,0,22.7,0.05921,5.425860651
22,528,538.46,0,22.6,0.05921,5.698374214
23,529,494.26,0,22.5,0.05921,5.755086574
23,530,479.95,0,22.4,0.05921,5.57117546
23,531,535.86,0,22.3,0.05921,5.220419035
23,532,504.7,0,22.2,0.05921,4.821627624
23,533,527.08,0,22.1,0.05921,4.358896439
23,534,661.96,0,22.1,0.05921,3.779265342
23,535,733.26,0,22.3,0.0885112,3.250503171
23,536,803.54,20.8166,22.9,0.0885112,2.934865241
23,537,842.15,201.259,23.6,0.0885112,2.782957599
